Candidate_ID,Name,Email,Phone,DOB,Verification_Status,Turnaround_Time_Days,Employment_Check,Education_Check,Criminal_Record_Check,Document_Issues_Flag,Report_Generated,Inconsistent_Flag
CID1162,Paul Reynolds,ljones@yahoo.com,(982)037-2266x6638,1984-05-18 00:00:00,In Progress,16,Pending,Fail,Pending,0,2025-07-11 00:00:00,1
CID1163,Christopher Mendez,christopherlloyd@yahoo.com,(349)455-5062x9310,1980-07-03 00:00:00,In Progress,8,Pending,Pending,Pending,0,2025-06-22 00:00:00,0
CID1164,Brian Alexander,sarabailey@gmail.com,+1-946-307-3405,1994-08-22 00:00:00,Verified,4,Fail,Fail,Clear,0,2025-07-09 00:00:00,1
CID1165,Albert Hopkins,lerickson@yahoo.com,(936)750-6867,1980-04-26 00:00:00,Pending,8,Pending,Fail,Pending,0,2025-05-12 00:00:00,1
CID1166,Jacqueline Weber,nathanielcrane@hotmail.com,440-425-9812x69216,1985-11-08 00:00:00,In Progress,4,Pass,Pass,Pending,0,2025-05-01 00:00:00,0
CID1167,George Lynch,grossmartin@tanner.com,968.398.2347,1986-04-14 00:00:00,Discrepancy,24,Pending,Pending,Clear,0,2025-06-01 00:00:00,0
CID1168,Kenneth Weeks,sydney54@gmail.com,969.713.3370x64300,1987-03-18 00:00:00,Discrepancy,25,Pass,Fail,Clear,0,2025-05-23 00:00:00,1
CID1169,Scott Wilkins,lauren89@yahoo.com,001-405-536-3205x2167,1999-11-23 00:00:00,Verified,3,Fail,Fail,Clear,0,2025-06-26 00:00:00,1
CID1170,Henry Martinez,uking@gmail.com,001-970-417-3861x2271,1985-02-23 00:00:00,In Progress,3,Pass,Pass,Clear,0,2025-07-12 00:00:00,0
CID1171,Dominique Kemp,stephaniecowan@johnson-vaughn.com,+1-234-708-8583x5268,1989-11-23 00:00:00,Pending,27,Pending,Pass,Clear,0,2025-06-06 00:00:00,0
CID1172,Melissa Torres,rileynewton@smith.info,+1-836-547-5881x38959,2003-03-04 00:00:00,Discrepancy,29,Pending,Pending,Clear,0,2025-06-25 00:00:00,0
CID1173,Darrell Henderson,kristen39@conley-farrell.net,+1-248-482-8266x0984,1987-10-27 00:00:00,In Progress,18,Pending,Fail,Pending,0,2025-05-09 00:00:00,1
CID1174,Randy Stewart,claireclark@sandoval.com,001-390-006-0612x8383,2003-07-11 00:00:00,In Progress,29,Fail,Pending,Pending,0,2025-05-28 00:00:00,1
CID1175,Tammy Olsen,vcampbell@stanley.com,057.383.1728,1987-04-03 00:00:00,Verified,26,Fail,Fail,Record Found,0,2025-05-26 00:00:00,1
CID1176,Michael Wyatt,xvalencia@rivera.biz,001-689-177-8474,1987-12-23 00:00:00,Discrepancy,19,Pending,Pending,Pending,1,2025-05-29 00:00:00,0
CID1177,Keith Walsh,ipoole@taylor.com,(959)583-7155,2002-01-12 00:00:00,Discrepancy,19,Pass,Pass,Pending,0,2025-06-26 00:00:00,0
CID1178,Paige King,suzanne24@weaver-dickerson.com,416.786.9661x9549,1980-07-03 00:00:00,Pending,21,Fail,Fail,Clear,0,2025-07-11 00:00:00,1
CID1179,Kelly Cooke,janet40@hotmail.com,189.414.2098x27341,1986-10-23 00:00:00,Discrepancy,5,Pending,Pending,Clear,0,2025-05-11 00:00:00,0
CID1180,Jesse Mendoza,cody40@wagner-kirby.com,479-035-1968x49138,1993-09-14 00:00:00,Pending,18,Pending,Pass,Pending,0,2025-06-05 00:00:00,0
CID1181,Tyrone Riddle,jessemack@yahoo.com,730-812-6159,1998-04-21 00:00:00,Discrepancy,28,Fail,Pass,Record Found,0,2025-06-29 00:00:00,1
CID1182,Brenda Rogers,stevenmiller@christian-roberson.com,176-164-3550x358,2002-03-11 00:00:00,Verified,10,Fail,Pending,Clear,0,2025-06-15 00:00:00,1
CID1183,Robert Jones,hgilmore@maldonado.com,578.724.9153x7236,1995-11-30 00:00:00,Discrepancy,29,Fail,Fail,Pending,0,2025-06-09 00:00:00,1
CID1184,Mary Walker,lowebrianna@hodge.biz,(366)947-0698x66127,1981-10-16 00:00:00,Pending,22,Pass,Fail,Pending,0,2025-05-23 00:00:00,1
CID1185,Charles Mercado,robin49@henry-banks.biz,559-246-5604x397,1983-02-04 00:00:00,Pending,21,Pass,Pass,Record Found,0,2025-05-14 00:00:00,0
CID1186,Patrick Miller,harrisnicole@williams-park.com,521-342-8623,1985-02-11 00:00:00,Verified,6,Pending,Fail,Record Found,0,2025-07-02 00:00:00,1
CID1187,Kathy Vance,jamesdiane@patterson-carney.com,549-793-7808x9797,1994-04-04 00:00:00,Discrepancy,1,Fail,Fail,Clear,0,2025-05-08 00:00:00,1
CID1188,Carolyn Lane,kalvarado@gmail.com,3739116364,2002-06-26 00:00:00,Discrepancy,5,Pass,Fail,Record Found,0,2025-05-07 00:00:00,1
CID1189,Stephanie Wilson,hbeck@choi.com,940-272-3886x83348,2003-02-01 00:00:00,Verified,9,Fail,Pass,Pending,0,2025-06-25 00:00:00,1
CID1190,Elizabeth Howard,singhcrystal@gmail.com,001-486-957-5882x25352,1992-08-08 00:00:00,Discrepancy,12,Pending,Pending,Pending,0,2025-05-17 00:00:00,0
CID1191,William Combs,keithkatie@yahoo.com,679.480.3781,2002-04-16 00:00:00,Discrepancy,26,Pass,Fail,Record Found,0,2025-05-24 00:00:00,1
CID1192,Olivia Campbell,plove@yahoo.com,(641)020-1305,1984-07-16 00:00:00,Pending,14,Pass,Pass,Record Found,0,2025-05-20 00:00:00,0
CID1193,Susan Koch,cynthiareyes@cooper-reynolds.com,+1-914-063-6976x050,1997-10-12 00:00:00,Discrepancy,2,Pass,Pass,Record Found,0,2025-05-21 00:00:00,0
CID1194,Leslie Walton,rachelbates@gmail.com,137.203.5788,1984-02-17 00:00:00,Discrepancy,17,Pending,Pending,Record Found,0,2025-06-10 00:00:00,0
CID1195,Patrick Blair,julie83@gmail.com,075.724.5612x3211,1999-12-11 00:00:00,Verified,14,Fail,Fail,Clear,0,2025-04-22 00:00:00,1
CID1196,Leah Villegas,johnsonderek@hotmail.com,+1-395-186-0219x677,1980-04-26 00:00:00,Verified,26,Pass,Fail,Record Found,0,2025-04-22 00:00:00,1
CID1197,Sherry Gamble,fernandezjustin@buck.com,(168)797-8450,1999-01-04 00:00:00,In Progress,13,Pending,Pending,Clear,0,2025-05-02 00:00:00,0
CID1198,Angela Mcintyre,nnelson@yahoo.com,7319705577,1997-07-07 00:00:00,Pending,27,Fail,Pending,Pending,0,2025-07-13 00:00:00,1
CID1199,Kristine Copeland,brenda53@hotmail.com,+1-882-863-5997x769,1995-01-19 00:00:00,Discrepancy,9,Pending,Pass,Record Found,0,2025-04-28 00:00:00,0
CID1200,Jesse Morris,jacksonsusan@hotmail.com,063-180-0284,1983-10-22 00:00:00,Discrepancy,26,Fail,Pass,Clear,0,2025-05-22 00:00:00,1
CID1201,Laurie Simmons,jamesdawn@hotmail.com,(159)087-6919x785,1984-06-14 00:00:00,In Progress,25,Pending,Pending,Record Found,0,2025-06-15 00:00:00,0
CID1202,Joan Smith,kochcarolyn@yahoo.com,839.127.0312,1990-12-27 00:00:00,Discrepancy,15,Fail,Fail,Pending,0,2025-05-13 00:00:00,1
CID1203,Jasmine Gallagher,jonathonwong@skinner.org,(293)365-5258,2002-03-19 00:00:00,Pending,25,Pass,Pass,Pending,0,2025-06-04 00:00:00,0
CID1204,Megan Taylor,sfletcher@clayton.com,(507)133-3585x75897,1993-07-16 00:00:00,In Progress,22,Fail,Pass,Pending,0,2025-06-21 00:00:00,1
CID1205,Richard Fuller,slove@wright.info,183.672.3940,1996-06-02 00:00:00,Pending,15,Pending,Fail,Record Found,0,2025-05-24 00:00:00,1
CID1206,Lori Rojas,trevor10@graves.com,5173341389,1997-04-04 00:00:00,In Progress,24,Pending,Pass,Record Found,0,2025-05-07 00:00:00,0
CID1207,Isaiah Drake,michaelhawkins@gmail.com,+1-805-070-6189x6603,1983-11-12 00:00:00,In Progress,11,Fail,Fail,Clear,0,2025-05-11 00:00:00,1
CID1208,Dawn Stone,kristina76@perez-stark.org,981-047-2994x5342,1993-07-27 00:00:00,Verified,16,Pass,Fail,Pending,0,2025-05-30 00:00:00,1
CID1209,Bryan Smith,kschneider@smith.biz,001-100-856-7502x621,2001-05-02 00:00:00,Pending,29,Pass,Fail,Record Found,0,2025-05-12 00:00:00,1
CID1210,Barbara Nelson,andrewstimothy@james-lee.com,329.768.9407x078,2000-05-27 00:00:00,Discrepancy,17,Fail,Pending,Pending,0,2025-06-24 00:00:00,1
CID1211,Michael Dixon,gutierrezamanda@hotmail.com,033-440-2978x867,1993-06-08 00:00:00,Discrepancy,26,Fail,Pending,Pending,0,2025-07-03 00:00:00,1
CID1212,Antonio Thomas,higginsmark@evans-cisneros.biz,(034)591-2645x4880,1985-01-06 00:00:00,Pending,4,Pending,Pending,Clear,0,2025-05-25 00:00:00,0
CID1213,Courtney Weber,christopherjenkins@hotmail.com,570.410.1561x6493,1981-05-23 00:00:00,Discrepancy,1,Pass,Fail,Clear,0,2025-06-19 00:00:00,1
CID1214,Kevin Davidson,rjackson@peterson-fischer.com,+1-975-036-7427x930,1989-09-12 00:00:00,Discrepancy,8,Fail,Fail,Clear,0,2025-06-24 00:00:00,1
CID1215,Dana Vasquez,eric23@higgins.org,370-982-9198x3830,1984-08-04 00:00:00,Pending,17,Pass,Pending,Clear,0,2025-04-24 00:00:00,0
CID1216,Christopher Gordon,barryjerry@gmail.com,+1-388-031-2080x369,1990-11-05 00:00:00,In Progress,3,Fail,Pass,Pending,0,2025-07-08 00:00:00,1
CID1217,Lauren Miller,rarias@gmail.com,(253)128-0815,1986-10-02 00:00:00,Pending,29,Fail,Fail,Clear,0,2025-04-28 00:00:00,1
CID1218,Amanda Reed,iaguilar@glover.info,196.042.3757x0258,1989-03-09 00:00:00,In Progress,20,Pass,Pass,Clear,0,2025-06-24 00:00:00,0
CID1219,Philip Larson,lgreen@hotmail.com,001-787-407-1892,1987-01-12 00:00:00,Discrepancy,15,Fail,Pass,Clear,0,2025-05-14 00:00:00,1
CID1220,Sherri Garrett,gwoods@yahoo.com,001-228-507-5345x6885,1998-01-28 00:00:00,Discrepancy,15,Fail,Fail,Clear,0,2025-06-22 00:00:00,1
CID1221,Ryan Warner,craig72@hines.com,+1-473-964-3654x5071,1983-04-17 00:00:00,Discrepancy,24,Pending,Fail,Pending,0,2025-05-07 00:00:00,1
CID1222,James Brown,pacejames@yahoo.com,001-774-873-8092x189,1991-08-30 00:00:00,Verified,22,Fail,Pass,Clear,0,2025-06-26 00:00:00,1
CID1223,Steven Pacheco,tnichols@yahoo.com,518.013.0091x74421,1984-01-29 00:00:00,In Progress,14,Fail,Pass,Pending,0,2025-06-03 00:00:00,1
CID1224,Zachary May,kimberly28@calhoun.com,038-296-6558x248,1993-10-04 00:00:00,Verified,26,Fail,Pending,Record Found,0,2025-07-04 00:00:00,1
CID1225,Stacey Johnson,scottblackwell@hotmail.com,620.457.1454x61991,1981-12-11 00:00:00,Verified,28,Pending,Pending,Pending,0,2025-07-01 00:00:00,0
CID1226,Michael Dunlap,brenda01@hotmail.com,(116)756-3175x5558,2003-01-16 00:00:00,Pending,23,Pass,Fail,Pending,0,2025-04-20 00:00:00,1
CID1227,Lisa Walls,anthony20@moran.com,295-089-3001,1991-08-27 00:00:00,Verified,14,Pending,Pending,Clear,1,2025-06-18 00:00:00,0
CID1228,David Wilkinson,umiranda@yahoo.com,+1-750-541-5754x430,1998-04-18 00:00:00,Pending,24,Pending,Pending,Record Found,0,2025-07-10 00:00:00,0
CID1229,Thomas Greer,bradley89@cooper.com,930-105-5246x8432,1997-01-02 00:00:00,Pending,2,Pass,Pending,Record Found,0,2025-07-09 00:00:00,0
CID1230,Daniel Baldwin,mtaylor@jones.info,7508005770,2002-05-14 00:00:00,Verified,13,Pending,Pending,Record Found,0,2025-05-12 00:00:00,0
CID1231,Kenneth Lopez,xholland@kim.com,(141)682-8323x5460,1986-09-08 00:00:00,In Progress,26,Pass,Pass,Record Found,0,2025-05-13 00:00:00,0
CID1232,Brenda Young,jay48@gmail.com,(079)542-5575x58981,1994-07-24 00:00:00,In Progress,14,Pending,Fail,Pending,0,2025-04-20 00:00:00,1
CID1233,Daniel Carey,isaacmoore@gordon-martinez.com,(147)397-2357x51315,1985-07-10 00:00:00,In Progress,27,Pass,Pending,Record Found,1,2025-04-24 00:00:00,0
CID1234,Aaron Christensen,cynthia54@hotmail.com,336-932-9182,1998-12-25 00:00:00,In Progress,24,Fail,Pass,Pending,0,2025-06-25 00:00:00,1
CID1235,Sarah Gonzalez,markclark@hotmail.com,001-936-755-6195x890,1994-11-23 00:00:00,In Progress,19,Pending,Pass,Pending,0,2025-06-23 00:00:00,0
CID1236,Theresa Nelson,sean24@young.com,810.681.0794,1995-09-05 00:00:00,Verified,7,Pending,Pass,Pending,0,2025-05-22 00:00:00,0
CID1237,Jennifer Sanchez,amygraham@ramirez.com,(660)921-5999,1980-10-23 00:00:00,Verified,3,Pending,Pending,Record Found,0,2025-06-10 00:00:00,0
CID1238,Courtney Gutierrez,johnsondavid@yahoo.com,(681)343-9580x1579,1999-12-25 00:00:00,Discrepancy,15,Pending,Pending,Clear,0,2025-06-11 00:00:00,0
CID1239,Carla Miller,haydendaniels@gmail.com,(497)350-0753x79141,2000-12-02 00:00:00,In Progress,23,Fail,Fail,Clear,0,2025-05-31 00:00:00,1
CID1240,Sarah Delacruz,njohnson@mcguire.info,+1-717-712-6430x10492,1996-08-07 00:00:00,Verified,14,Pending,Pending,Record Found,1,2025-06-01 00:00:00,0
CID1241,Aimee Fisher,hwebster@snyder-walker.org,001-752-537-6791x9254,1982-01-27 00:00:00,Discrepancy,11,Fail,Pending,Clear,0,2025-05-14 00:00:00,1
CID1242,Richard Chapman,ldelacruz@holmes-olson.com,(036)314-2770x920,2001-09-21 00:00:00,In Progress,15,Fail,Pass,Clear,0,2025-06-20 00:00:00,1
CID1243,Alec Freeman,carlareynolds@yahoo.com,837.276.8854,2000-02-09 00:00:00,Pending,28,Fail,Fail,Pending,0,2025-05-23 00:00:00,1
CID1244,David Ruiz,lisa63@hotmail.com,(621)900-2126x13715,1990-09-23 00:00:00,Discrepancy,13,Fail,Pending,Pending,0,2025-04-20 00:00:00,1
CID1245,Scott Johnson,leonavila@palmer.com,(151)997-4648x2400,1990-07-07 00:00:00,Verified,18,Pass,Pending,Record Found,0,2025-06-01 00:00:00,0
CID1246,Brandon Watson,zspencer@nelson.com,(494)392-3997x494,1980-05-11 00:00:00,Pending,26,Pass,Pass,Record Found,0,2025-06-28 00:00:00,0
CID1247,William Smith,brownchristina@curtis.com,397-045-3814x35296,1983-09-11 00:00:00,Pending,6,Pending,Pass,Clear,0,2025-06-28 00:00:00,0
CID1248,Terry Smith,adamsfrank@hotmail.com,+1-146-307-4339x3156,1989-03-11 00:00:00,Pending,3,Pass,Pending,Pending,0,2025-06-17 00:00:00,0
CID1249,Robert Robinson,brownlinda@gmail.com,201-981-7817x7896,1981-01-20 00:00:00,Discrepancy,19,Pass,Fail,Record Found,0,2025-06-29 00:00:00,1
CID1250,James Gallagher,sarah60@ramos-williams.biz,630.389.8499x8704,2000-08-09 00:00:00,Verified,15,Pending,Fail,Record Found,0,2025-05-29 00:00:00,1
CID1251,Holly Nelson,ricejoseph@hotmail.com,001-824-698-3658,1994-05-27 00:00:00,Pending,25,Pending,Pass,Record Found,0,2025-06-10 00:00:00,0
CID1252,Anthony White,nbell@yahoo.com,638-609-6273x2282,1979-11-19 00:00:00,In Progress,23,Pending,Pass,Record Found,0,2025-05-15 00:00:00,0
CID1253,Nathaniel Rojas,armstrongjason@yahoo.com,001-326-804-7960x96271,1989-03-03 00:00:00,Pending,5,Pass,Pending,Record Found,0,2025-06-14 00:00:00,0
CID1254,Debra Murray,nthornton@hotmail.com,001-823-739-8516x2301,1986-12-23 00:00:00,Pending,28,Pass,Pass,Record Found,0,2025-06-30 00:00:00,0
CID1255,Jane Simmons,joeschultz@hotmail.com,067.021.1247,1980-01-13 00:00:00,Discrepancy,10,Pending,Pending,Clear,0,2025-05-04 00:00:00,0
CID1256,Trevor Gutierrez,stewartgregory@yahoo.com,973.195.0507x922,1985-04-25 00:00:00,Discrepancy,7,Fail,Fail,Pending,0,2025-05-22 00:00:00,1
CID1257,Mark Welch,yfranklin@gmail.com,782-664-2577x814,2001-09-26 00:00:00,Verified,25,Pending,Fail,Pending,0,2025-05-06 00:00:00,1
CID1258,Corey Gray,lboyd@gmail.com,(923)407-7497x86322,1986-05-22 00:00:00,In Progress,17,Fail,Pending,Record Found,0,2025-07-13 00:00:00,1
CID1259,Susan Yates,dwatts@harvey.com,(684)489-8797x189,1992-02-09 00:00:00,Discrepancy,7,Fail,Pass,Pending,0,2025-06-08 00:00:00,1
CID1260,Dustin Sanders,edwardcurry@sullivan.com,723.487.4915x97529,1995-09-04 00:00:00,Pending,22,Pending,Fail,Pending,0,2025-06-08 00:00:00,1
CID1261,Larry Berry,eperry@fischer-smith.com,761-839-7320x32865,1982-01-31 00:00:00,Verified,26,Pending,Pass,Pending,0,2025-06-24 00:00:00,0
CID1262,Tiffany Gardner,scrawford@yahoo.com,001-777-439-3701x45173,2003-06-12 00:00:00,Pending,12,Pending,Fail,Record Found,0,2025-06-30 00:00:00,1
CID1263,Jamie Mccarty,pierceelizabeth@yahoo.com,3642110173,1982-11-22 00:00:00,Pending,25,Pass,Pending,Record Found,0,2025-05-06 00:00:00,0
CID1264,Rhonda Marquez,paul30@ray-franklin.com,575.652.1228x21441,1998-06-17 00:00:00,Discrepancy,17,Fail,Pending,Pending,0,2025-07-14 00:00:00,1
CID1265,Matthew Farrell,kristinajohnson@hotmail.com,929.795.2721,1985-05-05 00:00:00,Verified,13,Pass,Pending,Pending,0,2025-05-04 00:00:00,0
CID1266,Jesse Campbell,atkinskathryn@gmail.com,569.880.5923x99724,1982-04-23 00:00:00,In Progress,20,Pass,Fail,Record Found,0,2025-06-24 00:00:00,1
CID1267,Miguel Dodson,jennifer62@yahoo.com,001-233-967-3181x024,1987-04-17 00:00:00,In Progress,25,Pending,Pass,Clear,0,2025-04-27 00:00:00,0
CID1268,Craig Sanders,osmith@white.org,(849)218-8138,1988-07-22 00:00:00,Discrepancy,4,Pass,Pass,Pending,0,2025-05-25 00:00:00,0
CID1269,Sara Molina,mariaconway@hotmail.com,(040)256-0050,1996-04-14 00:00:00,Discrepancy,10,Pending,Pass,Clear,0,2025-05-21 00:00:00,0
CID1270,Tiffany Farrell,ggonzalez@york.com,+1-939-258-4423,1986-06-09 00:00:00,Verified,3,Fail,Fail,Pending,0,2025-04-27 00:00:00,1
CID1271,Derek Baker,amyallen@jones.com,2923157247,1988-06-25 00:00:00,In Progress,9,Pending,Fail,Clear,0,2025-05-28 00:00:00,1
CID1272,Kyle Gonzales,ygonzalez@smith.com,(261)726-0517x955,1992-02-01 00:00:00,In Progress,13,Pass,Fail,Clear,0,2025-07-15 00:00:00,1
CID1273,Scott Rodriguez,jhunter@blake-lee.com,+1-743-289-5495x98792,1987-09-05 00:00:00,In Progress,18,Pass,Fail,Clear,0,2025-04-22 00:00:00,1
CID1274,Nancy Coleman,dthornton@yahoo.com,(607)646-1261x064,1983-09-06 00:00:00,Pending,15,Pending,Fail,Record Found,0,2025-06-24 00:00:00,1
CID1275,Anthony Crawford,omcdonald@yahoo.com,959-039-9698,1989-04-19 00:00:00,In Progress,4,Pending,Pass,Clear,1,2025-05-18 00:00:00,0
CID1276,Thomas Mcpherson,andreaburke@garrett-lozano.com,328-633-5939,1992-07-03 00:00:00,Pending,15,Pass,Fail,Clear,0,2025-07-05 00:00:00,1
CID1277,Sharon Davis,robertharvey@hotmail.com,(447)864-7200x94485,1992-06-06 00:00:00,Verified,22,Fail,Fail,Clear,0,2025-04-24 00:00:00,1
CID1278,Charles Miller Jr.,monroekevin@cox.com,370-261-8666,1990-05-20 00:00:00,Pending,2,Fail,Pass,Pending,0,2025-07-09 00:00:00,1
CID1279,Gina Sandoval,tiffanycruz@hotmail.com,6471320950,1992-03-14 00:00:00,Verified,15,Pending,Fail,Clear,0,2025-04-19 00:00:00,1
CID1280,Elizabeth Williams,kingrhonda@yahoo.com,136-394-8660,2001-03-31 00:00:00,In Progress,8,Fail,Pass,Pending,0,2025-05-12 00:00:00,1
CID1281,Toni Martinez,wmartinez@yahoo.com,+1-139-449-6268x93038,1985-02-09 00:00:00,In Progress,8,Pass,Pass,Clear,0,2025-04-22 00:00:00,0
CID1282,Paul Fitzpatrick,randall34@richardson-wilson.com,720-706-3446x138,1987-10-20 00:00:00,Verified,17,Pending,Pending,Clear,0,2025-05-05 00:00:00,0
CID1283,Chad Mills,ramseyerin@wells.com,567-206-4964,1992-02-20 00:00:00,Discrepancy,12,Pass,Pending,Record Found,0,2025-05-14 00:00:00,0
CID1284,Peter Woods,allenshane@gmail.com,371.814.8059x7619,1981-02-15 00:00:00,Verified,19,Pass,Pending,Pending,0,2025-06-22 00:00:00,0
CID1285,Jonathan Sullivan,fquinn@gmail.com,9141787724,1992-04-20 00:00:00,Discrepancy,10,Fail,Pending,Clear,0,2025-06-08 00:00:00,1
CID1286,Jamie Jackson,tiffanymolina@fox.info,741.273.6146x104,1990-04-30 00:00:00,Pending,9,Pending,Fail,Pending,0,2025-05-31 00:00:00,1
CID1287,Andrew Foster,grosschristopher@james-erickson.com,001-999-190-1011x392,1981-04-19 00:00:00,Pending,5,Pending,Pending,Pending,0,2025-05-04 00:00:00,0
CID1288,Jason Roberts,williamsmichael@hotmail.com,001-821-346-5388,1990-07-12 00:00:00,Pending,6,Fail,Pass,Record Found,0,2025-06-02 00:00:00,1
CID1289,Kenneth Jennings MD,frobinson@allen.com,941.544.0141,1991-06-23 00:00:00,In Progress,20,Pass,Fail,Record Found,0,2025-06-13 00:00:00,1
CID1290,John Price,lopezamy@mcfarland.net,001-779-592-8686x846,1990-08-30 00:00:00,Pending,26,Pass,Pending,Record Found,0,2025-05-27 00:00:00,0
CID1291,Gabriella Jackson,gregorybrian@yahoo.com,+1-838-482-0415x50081,2001-05-12 00:00:00,Discrepancy,2,Pass,Pass,Record Found,1,2025-04-25 00:00:00,0
CID1292,David Cox,christopherabbott@duffy.com,(925)755-9070,1980-08-18 00:00:00,Pending,27,Pass,Fail,Record Found,0,2025-05-14 00:00:00,1
CID1293,Michael Jones,oshaffer@hotmail.com,022.772.3901x018,1997-09-04 00:00:00,Verified,24,Pending,Fail,Record Found,0,2025-07-06 00:00:00,1
CID1294,Natalie Henderson,madison33@gmail.com,001-585-260-2819x6965,1981-10-08 00:00:00,Verified,27,Pending,Pending,Record Found,0,2025-07-05 00:00:00,0
CID1295,Cheryl Jackson,alexandria16@yahoo.com,2123600641,1979-12-11 00:00:00,In Progress,13,Fail,Fail,Record Found,0,2025-05-09 00:00:00,1
CID1296,Patrick Perez,iwilliams@hotmail.com,+1-978-652-3466x519,1997-05-14 00:00:00,Verified,6,Fail,Pass,Clear,0,2025-04-25 00:00:00,1
CID1297,Hannah Jackson,cathy02@cline.net,001-262-249-0031x886,1981-07-16 00:00:00,Discrepancy,5,Pending,Fail,Pending,0,2025-05-10 00:00:00,1
CID1298,Selena Hernandez,joshua80@wright.com,415-802-3759x900,1980-01-12 00:00:00,Pending,25,Pending,Pass,Record Found,0,2025-05-24 00:00:00,0
CID1299,Matthew Craig,katherine49@gmail.com,001-900-937-5228x7214,2000-04-10 00:00:00,In Progress,1,Pass,Fail,Record Found,0,2025-07-02 00:00:00,1
CID1300,Sandra Hodges,andrea81@houston.org,500.478.6213,1991-07-19 00:00:00,Pending,21,Pass,Pending,Pending,0,2025-06-03 00:00:00,0
CID1301,Rachel Reed,rayamanda@barber.com,248.312.7207x6964,1993-04-08 00:00:00,Pending,22,Fail,Pass,Clear,0,2025-04-21 00:00:00,1
CID1302,Frederick Gilmore,qfranklin@yahoo.com,(867)169-1885,1994-08-18 00:00:00,Discrepancy,21,Pending,Fail,Pending,0,2025-05-17 00:00:00,1
CID1303,Alex Russell,fosterdaniel@yahoo.com,178.837.1981x022,1997-03-27 00:00:00,Verified,6,Fail,Fail,Pending,1,2025-05-28 00:00:00,1
CID1304,Kevin Diaz,roy65@hotmail.com,497.103.3728x686,1981-10-06 00:00:00,Verified,6,Pending,Fail,Record Found,0,2025-06-12 00:00:00,1
CID1305,Christina Velazquez,aprilarnold@gmail.com,287.960.4634,1992-02-06 00:00:00,Pending,23,Pass,Pass,Pending,0,2025-06-07 00:00:00,0
CID1306,John Morales,robert25@hotmail.com,285-946-3470x9107,1991-05-28 00:00:00,In Progress,16,Fail,Pass,Pending,0,2025-06-13 00:00:00,1
CID1307,Barbara Hudson,alvarezemily@gmail.com,2359816262,1994-08-26 00:00:00,Verified,4,Fail,Pass,Record Found,0,2025-06-13 00:00:00,1
CID1308,Eric Smith,baileytaylor@yahoo.com,627-395-0310x28720,1988-01-03 00:00:00,In Progress,11,Pending,Pending,Record Found,0,2025-05-23 00:00:00,0
CID1309,Mary Burnett,glassgregory@coleman.biz,(991)937-0500x517,1985-02-20 00:00:00,Verified,24,Pass,Pending,Record Found,0,2025-06-15 00:00:00,0
CID1310,Ryan Murray,jensenanthony@yahoo.com,(459)210-7687x681,2001-12-06 00:00:00,In Progress,23,Fail,Pass,Record Found,0,2025-04-27 00:00:00,1
CID1311,Mary Lynch,carmen44@hotmail.com,+1-385-862-6816,1980-05-24 00:00:00,Discrepancy,9,Pass,Fail,Pending,0,2025-07-14 00:00:00,1
CID1312,Jennifer Harvey DVM,frankdaniel@yahoo.com,046.602.8189x4204,1986-04-02 00:00:00,In Progress,23,Fail,Pending,Pending,0,2025-04-25 00:00:00,1
CID1313,Kathryn Goodman,rebekahserrano@chapman.info,001-933-483-5962,1993-03-22 00:00:00,Discrepancy,3,Pass,Pass,Clear,0,2025-06-16 00:00:00,0
CID1314,Todd Olson,taylorfoley@gmail.com,(282)760-7322x4726,1992-06-25 00:00:00,Discrepancy,19,Pending,Fail,Clear,0,2025-05-25 00:00:00,1
CID1315,Melanie Wilson,jared10@hatfield-myers.com,001-899-133-4267,1986-09-05 00:00:00,In Progress,8,Fail,Pending,Pending,0,2025-06-19 00:00:00,1
CID1316,Mr. Christopher Burton,smithjessica@cortez.com,(438)871-9269x1355,1998-05-18 00:00:00,Discrepancy,5,Fail,Fail,Clear,0,2025-06-24 00:00:00,1
CID1317,Katherine Wiggins,tandrews@kennedy.org,(305)437-6437,1991-05-16 00:00:00,Pending,4,Pass,Fail,Pending,0,2025-05-31 00:00:00,1
CID1318,Maria Brooks,brandongonzalez@smith-turner.biz,185.992.9366x139,2002-08-26 00:00:00,Discrepancy,24,Pass,Fail,Clear,0,2025-05-31 00:00:00,1
CID1319,Emily Young,matthew30@nguyen.org,153-816-2945,1997-03-12 00:00:00,Verified,6,Fail,Fail,Record Found,0,2025-06-12 00:00:00,1
CID1320,Brian Thompson,james72@hotmail.com,580-395-2639x838,2002-02-18 00:00:00,In Progress,2,Pending,Pending,Clear,0,2025-04-19 00:00:00,0
CID1321,Michelle King,nicholsontanner@sandoval.com,(854)972-2160x6953,1981-04-12 00:00:00,Pending,20,Pass,Pending,Record Found,0,2025-06-26 00:00:00,0
CID1322,Anna Larson,connerbrian@yahoo.com,407-535-3884,1994-03-31 00:00:00,In Progress,28,Pass,Pending,Record Found,0,2025-07-03 00:00:00,0
CID1323,Jared Barrera,craig98@yahoo.com,467-221-4676x4645,2002-04-25 00:00:00,Verified,11,Pass,Pass,Record Found,0,2025-07-09 00:00:00,0
CID1324,Tina Krause,lauriebrown@hotmail.com,(133)256-7513,2000-07-25 00:00:00,Verified,4,Fail,Pending,Record Found,0,2025-05-31 00:00:00,1
